5,NAME SOMETHING BEES DO,98,56,29,9,2,2,,,,,,,,MAKE+HONEY,STING,BUZZ,MAKE+WAX,POLLENATE,,,,,,
4,NAME A SCANDINAVIAN COUNTRY,100,55,33,10,2,,,,,,,,,SWEDEN,NORWAY,DENMARK,FINLAND,,,,,,,
5,NAME A PART OF A FISH,98,66,18,5,5,4,,,,,,,,FIN,GILL,HEAD,TAIL,SCALES,,,,,,
9,NAME THE ONE APPLIANCE IN YOUR HOME THAT YOU'D HATE TO BE WITHOUT,95,24,24,23,11,4,3,2,2,2,,,,FRIDGE/REFRIGERATOR/ICEBOX,STOVE/OVEN/MICROWAVE/RANGE,WASH(ER/ING+MACHINE),DISHWASHER,TV[+SET]/TELEVISION,TOASTER,CAN+OPENER,COFFEEPOT,VACUUM,,
11,HOW MANY YEARS DOES A BED LAST,95,28,23,19,5,5,3,3,3,2,2,2,,10,20,15,25,30,5,50,100,8,35,40
6,"HOW MANY NIGHTS A WEEK DO YOU STAY UP FOR ""THE TONIGHT SHOW""",98,38,21,17,10,8,4,,,,,,,0,2,3,1,5,4,,,,,
7,NAME SOMETHING A HAIRDRESSER USES,99,25,21,16,13,9,8,7,,,,,,COMB,[HAIR+]SPRAY,[HAIR+]BRUSH,ROLLERS/CURLERS,[HAIR+/BLOW+]DRYER,SHAMPOO,SCISSORS/SHEARS,,,,
6,NAME THE CAPITAL OF A FOREIGN COUNTRY,88,32,21,19,12,2,2,,,,,,,PARIS,ROME,LONDON,MOSCOW,BERLIN,BEIJING/PEKING,,,,,
6,NAME A FOOD YOU BUY SMOKED,99,44,41,7,3,2,2,,,,,,,FISH/SALMON,HAM,SAUSAGE,BACON,BEEF+JERKY/BEEF,OYSTERS,,,,,
4,NAME ONE OF THE BLANKS ON A BLANK CHECK,99,27,26,25,21,,,,,,,,,DATE,PAYEE,AMOUNT,SIGNATURE/NAME,,,,,,,
8,HOW MANY HOURS A DAY DOES THE AVERAGE AMERICAN WATCH TV,100,32,24,19,14,4,3,2,2,,,,,4,5,3,6,8,2,7,10,,,
6,NAME SOMETHING YOU'D LIKE TO OWN BUT COULD NOT AFFORD THE UPKEEP,94,39,18,17,11,5,4,,,,,,,BOAT/YA[CH]T,HO(USE/ME),CAR/[COR]VET[TE]/BMW/FERRARI/AUTO*,HORSE,POOL,[AIR]PLANE,,,,,
5,"GIVE ME ANOTHER WORD FOR ""ZERO""",82,26,22,16,16,2,,,,,,,,NOTHING/NADA,ZILCH,NONE,ZIP,NULL,,,,,,
9,AT WHAT AGE DO MOST MEN MARRY,98,38,15,10,9,9,5,4,4,4,,,,25,22,21,23,24,30,20,26,28,,
6,NAME A COLOR OF POSTAGE STAMPS,99,51,16,10,9,7,6,,,,,,,BLUE,WHITE,PURPLE,RED,GREEN,BROWN,,,,,
11,HOW MANY HOUSES ARE THERE ON A KID'S PAPER ROUTE,96,32,11,9,9,8,8,6,4,4,3,2,,50,100,25,75,20,40,30,15,35,150,60
5,NAME A MAKE OF CAR YOU SEE TELEPHONES IN,100,43,29,18,8,2,,,,,,,,ROLLS+ROYCE,CADILLAC,LINCOLN,MERCEDES,CHEV(ROLET/Y),,,,,,
10,NAME A WELL-KNOWN INSURANCE COMPANY,93,28,20,12,11,5,5,4,3,3,2,,,PRUDENTIAL,ALLSTATE,STATE+FARM,MUTUAL/OMAHA,J[OHN]+HANCOCK,MET(+LIFE/ROPOLITAN),BLUE+(CROSS/SHIELD),HARTFORD,NATIONWIDE,LLOYDS,
7,NAME SOMETHING THAT HAS A SPRING INSIDE IT,98,32,32,22,4,3,3,2,,,,,,BED/MATTRESS/BOXSPRING,CLOCK/WATCH,PEN,CHAIR,GUN,JACK+IN+[THE+]BOX,COUCH/SOFA,,,,
7,NAME A FRUIT TREE,97,56,15,8,7,4,4,3,,,,,,APPLE,PEACH,CHERRY,ORANGE,LEMON,PLUM,PEAR,,,,
7,NAME AN ANIMAL BOYS SCARE GIRLS WITH,100,33,30,12,11,9,3,2,,,,,,FROG/TOAD,SNAKE,MOUSE/MICE,SPIDER,WORM,LIZARD,RAT,,,,
7,NAME SOMETHING MADE OF WIRE,89,32,26,10,8,7,3,3,,,,,,FENCE,[COAT+]HANGER,CORDS,CAGE/PEN/KENNEL,BRACES,EARRINGs,SCREEN,,,,
5,NAME A VEGETABLE YOU BAKE,97,65,20,5,5,2,,,,,,,,POTATO[ES],SQUASH/ZUCCHINI,BEANs,CARROTs,BROCCOLI,,,,,,
6,NAME AN OCCASION WHEN PEOPLE EAT AND DRINK TOO MUCH,99,46,20,14,12,5,2,,,,,,,NEW+YEARs,THANKSGIVING,(CHRIST/X+)MAS,WEDDING,PARTY,BIRTHDAY,,,,,
11,NAME A BIRD THAT DOES NOT FLY,94,24,23,9,8,8,7,3,3,3,3,3,,OSTRICH,PENGUIN,JAILBIRD,CHICKEN,ROADRUNNER,THUNDERBIRD,DODO,EMU,PARROT,SWAN,TURKEY
4,NAME YOUR FAVORITE SUMMERTIME BEVERAGE,89,41,37,6,5,,,,,,,,,ICED+TEA,LEMONADE,SODA[+POP]/POP/COKE/PEPSI,KOOL+AID,,,,,,,
10,NAME THE COLOR OF YOUR LIVING ROOM CARPET,99,24,22,16,11,9,8,3,2,2,2,,,GREEN,BROWN,GOLD,BEIGE/TAN,RUST,BLUE,RED,GR(A/E)Y,ORANGE,YELLOW,
8,NAME A BREED OF LARGE DOG,96,38,22,18,7,5,2,2,2,,,,,S[AIN]T+BERNARD,[GER[MAN]+]SHEPHERD,GREAT+DANE,COLLIE,AFG[H]AN,DOBERMAN,GR(E/A)YHOUND,[IRISH+]SETTER,,,
4,NAME SOMETHING PEOPLE PUT ON HOT CEREAL,99,44,41,11,3,,,,,,,,,SUGAR,MILK,BUTTER,CREAM,,,,,,,
6,NAME SOMETHING YOU DO TO A HORSE,97,57,15,9,8,4,4,,,,,,,RIDE,BRUSH/CURRY/GROOM,FEED,SHOE,KICK,SADDLE,,,,,
4,NAME A JOB ON A NEWSPAPER,97,49,39,7,2,,,,,,,,,(REPOR/WRI)TER,EDITOR,(TYPESET/PRIN)TER,PHOTOGRAPH(Y/ER),,,,,,,
7,NAME SOMETHING THAT'S EASIER TO GET INTO THAN IT IS TO GET OUT OF,76,31,14,12,9,4,3,3,,,,,,TROUBLE,[SMALL+]CAR/AUTO*,MARRIAGE,BED,BOOTS,A LIE/[A+]LIE,TIGHT+PANTS,,,,
4,NAME SOMETHING THAT SWINGS BACK AND FORTH,94,53,32,7,2,,,,,,,,,PENDULUM,SWING,[SWINGING+]DOOR,HAMMOCK,,,,,,,
5,NAME A FRUIT YOU EAT WITH BREAKFAST,98,37,36,11,11,3,,,,,,,,BANANAs,GRAPEFRUIT,ORANGEs,STRAWBERR(Y/IES),MELON,,,,,,
4,NAME A PLACE PEOPLE KEEP IMPORTANT PAPERS,93,48,33,6,6,,,,,,,,,VAULT/[SAFE[TY]+]DEPOSIT+BOX,SAFE/STRONGBOX,DESK[+DRAWER]/DRAWER,FIL(E/ING)+CAB[INET],,,,,,,
6,"GIVE ME ANOTHER WORD FOR ""BIG""",97,51,35,4,3,2,2,,,,,,,LARGE,HUGE,GIGANTIC,GIANT,ENORMOUS,HUMONGOUS,,,,,
5,NAME A COLOR OF INK,100,54,21,19,3,3,,,,,,,,BLUE,BLACK,RED,GREEN,PURPLE/VIOLET,,,,,,
7,"NAME SOMETHING THAT'S ""YOURS"" AT HOME AND YOU GET UPSET WHEN OTHERS USE IT",84,36,22,9,7,4,3,3,,,,,,[TOOTH+]BRUSH,BED,[HAIR+]BRUSH,COMB,TOWEL,CAR/AUTO*,DEODORANT,,,,
5,NAME A MAJOR HOME REPAIR,92,41,30,12,6,3,,,,,,,,ROOF,PLUMBING/* PLUMBING/[* ]PIPES/FAUCET,HEATING/FURNACE,PAINTING,ELECTRICAL/WIRING,,,,,,
5,NAME A JOB IN WHICH WOMEN COMPLAIN THAT MEN ARE ALWAYS MAKING PASSES,93,43,35,6,5,4,,,,,,,,SECRETARY/OFFICE/CLERICAL,WAITRESS,NURSING,MODELS,STEWARDESS/AIRLINE,,,,,,
4,NAME A COUNTRY THAT WAS ONCE AMERICA'S BITTER ENEMY BUT IS NOW HER FRIEND,97,35,30,18,14,,,,,,,,,ENGLAND/[GREAT+]BRITAIN/UNITED+KINGDOM/UK,JAPAN,CHINA,GERMANY,,,,,,,
5,NAME SOMETHING YOU GIVE THANKS FOR IN YOUR PRAYERS,91,37,36,11,4,3,,,,,,,,FAMILY/RELATIVES,HEALTH,LIFE,FRIENDS,EACH DAY,,,,,,
5,NAME SOMETHING MOST WOMEN ENJOY DOING THAT MOST MEN DON'T CARE FOR AT ALL,79,51,16,6,3,3,,,,,,,,SHOPPING,SEWING/KNITTING,TALKING/GOSSIP,COOKING,DANCING,,,,,,
6,NAME SOMETHING YOU TRIED TO FIX BUT HAD TO CALL A REPAIRMAN LATER,89,41,31,5,5,4,3,,,,,,,TV[+SET]/TELEVISION,CAR/AUTO*,PLUMBING/FAUCET/PIPES,RADIO,CLOCK,TOASTER,,,,,
6,NAME SOMETHING YOU SEE IN A LANDSCAPE PAINTING,89,50,22,7,4,3,3,,,,,,,TREES,MOUNTAINS/HILLS,SKY,GRASS/FIELD,BUSHES/SHRUBS,SUNSET,,,,,
7,HOW MANY HOURS DOES A HEADACHE LAST,95,34,24,13,12,8,2,2,,,,,,2,1,3,24,4,5,12,,,,
6,NAME A CIRCUS ANIMAL,97,36,21,15,13,7,5,,,,,,,LION,TIGER,ELEPHANT,MONKEY/APE,BEAR,HORSE,,,,,
6,NAME SOMETHING YOU EAT TOO MUCH OF AND GET SICK,81,60,7,5,3,3,3,,,,,,,CANDY/SWEETS,ICE+CREAM,CAKE,PEANUTS,SPAGHETTI,TURKEY,,,,,
4,NAME SOMETHING YOU PUT ON A CUT,96,82,6,5,3,,,,,,,,,BAND(AGE/+AID),IODINE,PEROXIDE,ME[R]THIOLATE,,,,,,,
5,NAME A TYPE OF PLACE WHERE PEOPLE CAN KISS IN PUBLIC AND NO ONE NOTICES,81,39,30,5,4,3,,,,,,,,TERMINAL/AIRPORT/[TRAIN+/BUS+](STATION/DEPOT),[DRIVE+IN+]MOVIE,PARK,BEACH,DISCO,,,,,,
5,NAME SOMETHING YOU WORRY ABOUT LOSING,87,43,23,10,7,4,,,,,,,,MONEY/WALLET/PURSE,HAIR,TEETH,KEYS,WEIGHT,,,,,,
5,NAME SOMETHING YOU DRINK LOTS OF,94,51,20,10,7,6,,,,,,,,WATER,COFFEE,TEA,SODA[+POP]/COKE/PEPSI/POP,MILK,,,,,,
3,NAME SOMETHING YOU GET FROM A WELL,100,75,19,6,,,,,,,,,,WATER,OIL,WISH,,,,,,,,
6,NAME A NAUGHTY THING CHILDREN DO THAT SHOULD GET THE MOST PUNISHMENT,88,33,14,13,11,10,7,,,,,,,LIE,STEAL,TALK+BACK,SWEAR/CURSE,DISOBEY,FIGHT,,,,,
4,NAME SOMETHING THAT MAKES A CRASHING NOISE,86,38,30,12,6,,,,,,,,,BREAK[ING]+(DISH/GLASS),[CAR/AUTO*]+ACCIDENT,THUNDER[+STORM]/STORM,CYMBAL,,,,,,,
4,"NAME SOMETHING ABOUT WHICH FRIENDS ASK FOR ""YOUR HONEST OPINION""",91,34,32,20,5,,,,,,,,,CLOTHES,LOOKS/APPEARANCE,[NEW+]HAIRDO/[* ]HAIR*,MARRIAGE,,,,,,,
3,NAME A TYPE OF BOOK THAT CAN BE FOUND IN JUST ABOUT EVERY HOUSEHOLD,94,42,37,15,,,,,,,,,,BIBLE/* BIBLE,COOKBOOK,DICTIONARY,,,,,,,,
6,NAME SOMETHING IN NATURE THAT SCARES THE HECK OUT OF YOU,83,28,20,16,11,5,3,,,,,,,SNAKE,LIGHTNING[ *]/ELECTRICAL[ *]/THUNDER[+STORM],[WIND]STORM/TORNADO/HURRICANE,SPIDER,EARTHQUAKE,BAT,,,,,
7,BESIDES A STOP SIGN NAME A SIGN ON A CITY STREET,88,34,18,11,11,8,3,3,,,,,,YIELD,SPEED+LIMIT,ONE+WAY,[STREET+]NAME,NO+PARKING,SLOW,BUS+STOP,,,,
4,"WHO WOULD YOU CROWN AS ""THE WORLD'S GREATEST ALL-TIME ENTERTAINER""",68,46,10,6,6,,,,,,,,,BOB+HOPE,ELVIS[+PRESLEY],SAMMY+DAVIS[+JR],[FRANK+]SINATRA,,,,,,,
4,NAME SOMETHING PEOPLE USE SEASHELLS TO MAKE,88,69,15,2,2,,,,,,,,,JEWELRY,ASH+TRAY,LAMPS,PLANTERS,,,,,,,
7,NAME SOMETHING YOU'VE BEEN BITTEN BY,98,46,30,9,7,2,2,2,,,,,,MOSQUITO,DOG,BEE,SPIDER,ANT,PARROT/BIRD,PERSON/BABY/HUMAN,,,,
5,NAME SOMETHING THAT CAN LOOK SCRAGGLY IF NOT PROPERLY CARED FOR,94,67,11,8,5,3,,,,,,,,HAIR/WIG,PET/CAT/DOG,LAWN,BEARD,CLOTHES,,,,,,
6,NAME A DOOR INSIDE THE HOUSE THAT YOU KEEP SHUT,98,54,15,15,7,5,2,,,,,,,CLOSET,BASEMENT/CELLAR,BATHROOM,FRIDGE/REFRIGERATOR/ICEBOX,BEDROOM,CUPBOARD/CABINET,,,,,
8,NAME THE APPLIANCE IN YOUR HOME MOST IN NEED OF REPLACEMENT,91,27,13,12,10,10,7,7,5,,,,,TOASTER,STOVE/OVEN/RANGE,WASH(ER/ING+MACHINE),FRIDGE/REFRIGERATOR/ICEBOX,TV[+SET]/TELEVISION,CAN+OPENER,VACUUM,DISHWASHER,,,
4,NAME A FRUIT THAT SHAMPOOS SMELL LIKE,95,57,26,8,4,,,,,,,,,STRAWBERRY,LEMON,APPLE,APRICOT,,,,,,,
4,NAME SOMETHING IN WHICH YOU COULD SEE FOOTPRINTS,100,50,31,16,3,,,,,,,,,SNOW,SAND,MUD/DIRT,CEMENT,,,,,,,
5,NAME A SPORT THAT REALLY CAUGHT ON IN THE LAST FEW YEARS,75,40,14,10,7,4,,,,,,,,SOCCER,TENNIS,RAC(QU/K)ETBALL,[ROLLER+/ICE+]SKATING,HOCKEY,,,,,,
4,NAME A FOOD THAT PREGNANT WOMEN CRAVE,94,71,18,3,2,,,,,,,,,PICKLES,ICE+CREAM,WATERMELON,PIZZA,,,,,,,
5,NAME A MEAT YOU BUY IN A CAN,87,56,11,10,5,5,,,,,,,,HAM,SPAM,TUNA,CHICKEN,CORNED+BEEF,,,,,,
5,NAME SOMETHING DESIGNED TO HOLD A BABY,93,54,24,7,6,2,,,,,,,,CRIB,CARRIAGE/STROLLER/PRAM,CRADLE,CAR+SEAT,HIGH+CHAIR,,,,,,
6,NAME SOMETHING THAT'S HARD TO SWEEP UP WHEN YOU SPILL IT,87,57,10,6,6,4,4,,,,,,,SUGAR,FLOUR,EGGS,MILK,MERCURY,SALT,,,,,
5,NAME SOMETHING THAT GETS TUNED,97,43,26,14,10,4,,,,,,,,PIANO,CAR/AUTO*/ENGINE,RADIO/STEREO,GUITAR,TV[+SET]/TELEVISION,,,,,,
6,NAME A SIGN YOU SEE IN DEPARTMENT STORES,75,51,8,5,4,4,3,,,,,,,SALE,EXIT,SHOPLIFTERS,NO+SMOKING,SHOES,ESCALATOR,,,,,
6,NAME SOMETHING YOU SEE ON THE SCREEN BEFORE THE MOVIE STARTS,95,32,23,20,10,7,3,,,,,,,CREDITS,PREVIEW/[COMING+]ATTRACTIONS,TITLE,CARTOONs,ADS/COMMERCIALs,[MOVIE+]RATING,,,,,
3,WHERE IS THE DOG'S FAVORITE PLACE TO SLEEP IN THE HOUSE,87,67,10,10,,,,,,,,,,FURNITURE/CHAIR/SOFA/BED/COUCH,FIREPLACE/HEARTH,STOVE/HEATER,,,,,,,,
5,NAME A COLOR OF CAKE FROSTING,99,55,31,7,4,2,,,,,,,,WHITE/VANILLA,BROWN/CHOCOLATE,PINK,YELLOW,BLUE,,,,,,
5,NAME A COMPLAINT MANY TENANTS HAVE ABOUT THEIR APARTMENTS,90,30,17,16,14,13,,,,,,,,[NOISY/LOUD]+NEIGHBORS/NOIS(E/Y),PLUMBING,HIGH+RENT,NO+HEAT/COLD,TOO+SMALL,,,,,,
6,"GIVE ANOTHER WORD FOR ""UGLY""",78,32,21,9,7,5,4,,,,,,,GROSS,HOMELY,HIDEOUS,UNATTRACTIVE,REPULSIVE,HORRIBLE,,,,,
6,NAME SOMETHING KIDS TAKE WITH THEM WHEN THEY MOVE OUT OF THE HOUSE,95,42,18,16,12,5,2,,,,,,,CLOTHES,STEREO,TOYS/STUFFED+ANIMALs,FURNITURE,TV[+SET]/TELEVISION,PETs/DOG/CAT,,,,,
5,NAME A PLACE WHERE SIGNS ARE IN SEVERAL LANGUAGES,86,65,6,6,5,4,,,,,,,,AIRPORT/TERMINAL,BORDER,RESTAURANT,BATHROOM,UN/UNITED+NATIONS,,,,,,
4,NAME A PURCHASE PEOPLE LIKE TO SHOW OFF TO THEIR FRIENDS,97,83,7,4,3,,,,,,,,,CAR/AUTO*,CLOTHES,JEWELRY/DIAMOND,FURNITURE,,,,,,,
4,NAME SOMETHING A FOOTBALL PLAYER WEARS,99,76,16,4,3,,,,,,,,,HELMET,PADS,JERSEY,[ATHLETIC+]SUPPORTER/JOCK[+STRAP],,,,,,,
5,NAME A PIECE OF JEWELRY PEOPLE HAVE ENGRAVED,97,34,31,22,5,5,,,,,,,,BRACELET,RING,WATCH,LOCKET,NECKLACE,,,,,,
9,NAME A SPORT THAT REQUIRES SPECIAL SHOES,99,30,19,16,11,8,6,5,2,2,,,,FOOTBALL,BASEBALL,TENNIS,BOWLING,GOLF,TRACK,BASKETBALL,SKATING,SOCCER,,
10,NAME A FAST-PACED SPORT,93,21,17,17,10,9,7,4,3,3,2,,,HOCKEY,BASKETBALL,(CAR/AUTO)+RAC(E/ING)/RAC(ING/E)+CARS,TENNIS,TRACK,SOCCER,JAI+ALAI/HILI,HANDBALL,HORSE+RAC(E/ING),FOOTBALL,
4,NAME A HOLIDAY THAT HAS SPECIAL COLORS ASSOCIATED WITH IT,100,74,11,8,7,,,,,,,,,(CHRIST/X+)MAS,VALENTINE[']S[+DAY],HALLOWEEN,S[AIN]T+PA(DDY/TRICK)s,,,,,,,
5,NAME A DEVICE USED FOR CUTTING,95,44,36,9,4,2,,,,,,,,SCISSORs/SHEARs,KNIFE,SAW,RAZOR,LAWN+MOWER,,,,,,
8,NAME A DEVICE YOU LOOK THROUGH,88,26,18,15,11,8,4,3,3,,,,,TELESCOPE,MICROSCOPE,BINOCULARS,[EYE+]GLASS[ES],WINDOW,KEYHOLE,CAMERA,PERISCOPE,,,
4,NAME A FAMOUS NEWS MAGAZINE,100,47,46,5,2,,,,,,,,,TIME,NEWSWEEK,US+NEWS,PEOPLE,,,,,,,
8,NAME A STATE WITH GREAT TOURIST ATTRACTIONS,95,37,31,11,5,3,3,3,2,,,,,CALIFORNIA/CA,FLORIDA/FL,NEW+YORK/NY,HAWAII/HI,ARIZONA/AZ,COLORADO/CO,NEVADA/NV,MAINE/ME,,,
5,NAME A FLAVOR OF JELLY,96,26,24,22,19,5,,,,,,,,STRAWBERRY,GRAPE,CHERRY,RASpBERRY,BLUEBERRY,,,,,,
5,NAME THE BEST SEASON OF THE YEAR,100,38,29,20,11,2,,,,,,,,SUMMER,SPRING,FALL/AUTUMN,WINTER,(CHRIST/X+)MAS,,,,,,
5,NAME THE QUIETEST PLACE IN YOUR HOUSE,98,46,43,4,3,2,,,,,,,,BEDROOM,BATHROOM,BASEMENT/CELLAR,DEN/STUDY,ATTIC,,,,,,
4,NAME A JOB IN A HOTEL,96,46,24,23,3,,,,,,,,,BELL+(HOP/BOY/MAN/*),[DESK+]CLERK,MAID/HOUSEKEEPER,MANAGER,,,,,,,
10,WHAT IS THE WEIGHT IN POUNDS OF THE AVERAGE MAN,96,19,19,18,12,7,7,7,3,2,2,,,175,180,160,170,150,165,185,140,155,200,
3,"GIVE ME A WORD FOR ""MISTER"" IN A FOREIGN LANGUAGE",100,72,22,6,,,,,,,,,,SENOR,M(ONSI/IS)EUR,H(ER/AI)R,,,,,,,,
5,NAME A COLOR OF JELLY BEANS,97,58,22,8,5,4,,,,,,,,RED,BLACK,GREEN,PINK,YELLOW,,,,,,
10,HOW MANY TV PROGRAMS ARE REALLY WORTH WATCHING,93,29,18,14,9,8,5,4,2,2,2,,,5,10,3,6,4,2,20,0,7,15,
10,NAME A FOOD THAT MIGHT BE EITHER BROWN OR WHITE,97,38,27,7,5,5,4,3,3,3,2,,,BREAD,RICE,SUGAR,EGGS,POTATOES,CAKE,CHOCOLATE,GRAVY,ICE+CREAM,TURKEY,
12,NAME A SPORT THAT REQUIRES A GOOD ARM,98,40,12,8,7,7,7,4,3,3,3,2,2,BASEBALL,TENNIS,ARM+WRESTL(E/ING),BOXING,FOOTBALL,[LIFT+]WEIGHT,SHOT+PUT,ARCHERY,BOWLING,POLE+VAULT,DISCUS[+THROW]
6,NAME A COMMON COLOR OF BIRDS,100,43,27,17,6,4,3,,,,,,,BROWN,BLUE,BLACK,GR(A/E)Y,RED,YELLOW,,,,,
8,NAME A PLACE WHERE PEOPLE SPEND HOURS DAYDREAMING,89,32,25,13,8,4,3,2,2,,,,,PARK,SCHOOL,HOME,BEACH,CAR,JOB/WORK/OFFICE,HAMMOCK,LAKE,,,
8,NAME A CARD GAME WITH A ONE-WORD NAME,89,51,15,6,6,3,3,3,2,,,,,POKER,BRIDGE,PINOCHLE,SOLITAIRE,CANASTA,EUCHRE/EUKER,RUMMY/GIN,FISH,,,
7,NAME A SPECIFIC OCCASION WHEN RELATIVES VISIT,97,37,25,17,8,4,3,3,,,,,,(CHRIST/X+)MAS,BIRTHDAY,THANKSGIVING,WEDDING/MARRIAGE,FUNERAL/DEATH,EASTER,[FAMILY+]REUNION,,,,
7,NAME A TYPE OF TABLE,95,31,22,18,14,4,3,3,,,,,,COFFEE/COCKTAIL,DINING/KITCHEN,POOL,CARD/FOLDING/POKER,TIME+TABLE,END,PING+PONG/TABLE+TENNIS,,,,
4,NAME SOMETHING PEOPLE USE ON THEIR HANDS,99,56,29,12,2,,,,,,,,,LOTION/CREAM,SOAP,GLOVES,[[FINGER]NAIL+]POLISH,,,,,,,
4,NAME SOMETHING SHOE SOLES ARE MADE OF,98,52,41,3,2,,,,,,,,,LEATHER,RUBBER,CORK,PLASTIC,,,,,,,
4,NAME A SPORT IN WHICH THE PLAYERS WEAR NO HEADGEAR,88,38,21,20,9,,,,,,,,,BASKETBALL,TENNIS,SOCCER,GOLF,,,,,,,
4,NAME A PART OF A CAR THAT MAKES NOISE,90,36,34,16,4,,,,,,,,,ENGINE/MOTOR,MUFFLER,HORN,RADIO,,,,,,,
